ID,Status,Business Unit,Issue ID,Action Plan Name,Issue Source,Action Plan Description,Action Plan Validation Steps,Linked to Regulatory Engagements,Technology Dependent,Action Plan Target Date,Action Plan Validation Target Date,Action Plan Owner,Action Plan Approver,Action Plan Owner Record Manager,Action Plan Approver Record Manager,Interested Parties,Hyperlinks,fxValidateRoleAssignments,Action Plan Linked To,Action Plan Health Check,Progress Updates,Issue - Target Closure Date,Action Plan Start Date,Due Date Extension Count,Validation Failure Count,Original Action Plan Target Date,Current Action Plan Target Date,State at Last Save,Date Action Plan Closed,Override - All,Override - Users,Due Date Extensions,Extension Issue ID,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Action Plan Record Complete,Confirm Closure Validation,Closure Validation Justification,Action Plan Closure Sign-Off,Action Plan Closure Sign-off Date,Confirm Secondary Validation,Secondary Validation Comments,Secondary Validation Sign-Off,External Validation Sign-off Date,Engagements,Original Register,Original ID,Original Created Date,Original Closed Date,Original Link,Migrated Record,Create Date,Created By,Last Modified Date,Last Modified By,System Status
1003965,Completed,Counsel - Square Compliance,,SIL Compliance Operations will continue to monitor SLAs and update the EEA KYC Procedure with the required updates,Self-Identified - Second Line of Defense (2LoD),"Compliance Operations will continue to monitor SLAs to ensure all cases including SSPs are completed in a timely manner. 
 Compliance Ops will conduct a refresher training on the EDD standard comment to ensure all EDD reviews have complete and thorough commentary as outlined in the SOP.
 Compliance Ops will update the KYC procedure to include enhanced monitoring for all PEPs under the CRR intrinsic risk section.
 The EEA Seller KYC Standard Operating Procedure will be updated to state the following:
 - Enhanced monitoring must be performed for all approved PEPs or declined.",As above.,,,12/31/2025,12/31/2025,Stephanie Aparicio,Amber Malik,,,,,Valid,Issue Management | Issue Management Program | ID 1009249,,,12/31/2025,11/12/2025,,,12/31/2025,12/31/2025,Completed,12/23/2025,FALSE,,,1003965,Action Plan,Completed Action Plan,"This action plan has been completed as evidenced by three key actions:
 - The Square KYC Compliance Ops Team Lead - UK/EU/US/CA continues to monitor SLAs to ensure they are handled within the required timeframe. 
 The FINAL EEA KYC Procedures has been updated to include all required elements
 The Team Lead has conducted one-on-one sessions with team members to review procedures and ensure compliance with EDD requirements.
 Refer to supporting evidence for further details.",Yes,Accept,GCMT reviewed the evidence provided by the DRI (attached) and confirmed the action has been closed.,Amber Malik,12/22/2025,,,,,,,,,,,,10/11/2025 8:42:51 AM,Amber Malik,12/23/2025 11:45:40 AM,Amber Malik,active
1003967,In Progress,CCO Afterpay Customer Service - Group Lead,1009254,SOP Review to be completed as per recommendation to assess and improve current wording for Tier 1 complaints,,"SOP Review to be completed as per recommendation to assess and improve current wording for Tier 1 complaints:
 

 The review will include the following two SOPS:  
 a. Update to the ""How to Update Complaint Fields""
 b. Wording within ""Escalation pathways"" SOP","Obtain confirmation from management of review completed and outcomes. If there are any outcomes and/or recommended updates to be made, obtain copies of the SOPS to confirm update of processes and wording and required.",,,12/31/2025,01/31/2026,Nicky Mitchell,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1009254,,NM working on action plan completion - initial evidence provided did not meet the actions documented,,10/20/2025,,,12/31/2025,12/31/2025,In Progress,,FALSE,Jane Lin,,1003967,Action Plan,,,No,,,,,,,,,,,,,,,,10/13/2025 12:48:42 PM,Shannon Foo,01/30/2026 11:24:59 AM,Shannon Foo,active
1003969,In Progress,CCO Afterpay Quality Management - Team Lead,,QA Form Uplift,,"A QA Form Uplift project is currently underway. The customer experience component is planned to be incorporated into this form, likely in Q1 2026 (final date to be confirmed).
 

 Background on Customer Experience Scoring
 Prior to August 1st, the Effortless Experience Form was used to grade customer service experience. On August 1st, we launched the new QA Form, which, until this upcoming uplift, has focused solely on compliance and process.",Validate update to the QA Form has been made and has gone live at the date of validation,,,06/30/2026,07/31/2026,Zena Moussi-Butera,Shannon Foo,,,,,Valid,"Issue Management | Issue Management Program | ID 1009258
 Issue Management | Issue Management Program | ID 1017163",,,,10/20/2025,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1003969,Action Plan,,,No,,,,,,,,,,,,,,,,10/13/2025 1:35:26 PM,Shannon Foo,10/20/2025 3:07:27 PM,Shannon Foo,active
1004620,Completed,Counsel - Cash Compliance,,Southwest Border GTO – CTR Reporting Exception Remediation and Validation,Self-Identified - First Line of Defense (1LoD),"This action plan addresses the CTR reporting exception that resulted in three paper money deposits on April 14, 2025, being initially missed by Cash App’s Exception Monitoring Report within the scope of FinCEN’s Southwest Border GTO.","-Ensure all CTR-eligible transactions are detected and reported in compliance with GTO requirements.
 -Correct the flawed Exception Monitoring Report logic to ensure proper timezone conversion.
 -File late CTRs with FinCEN.
 -Conduct retrospective review for additional missed exceptions.",,,11/01/2025,12/01/2025,Anastasiya Magic,Ken Triemstra,,,Megan Zheng,,Valid,Issue Management | Issue Management Program | ID 1003963,,,11/01/2025,10/15/2025,,,11/01/2025,11/01/2025,Completed,10/25/2025,FALSE,,,1004620,Action Plan,Completed Action Plan,Action plan has been completed.,Yes,Accept,"This MAP is has been addressed by completing the following:
 3 Late CTRs filed (Sept 15, 2025)
 Engineering fix controls (Sept 15, 2025)
 Comprehensive review to ensure no other exceptions (completed Sept 15, 2025)
 Conversation with InComm concerning GTO implementation ensuring compliance with rule (Sept 25, 2025).",Ken Triemstra,10/28/2025,,,,,,,,,,,,10/15/2025 2:05:16 AM,Megan Zheng,11/19/2025 9:44:28 AM,Jane Lin,active
1005288,Completed,Cash - ML - Marketplace - Risk & Analytics,,Determine root cause and deploy fix,,"Engineering to conduct a root cause analysis and determine fix. Per confirmation with Lin Lin on the 21st of October 2025 a potential root cause has been established with a PR deployed on 17th of October. However per the shared project document here - https://docs.google.com/document/d/1Rfx3K2gxOF2fHNQGLGn2IF4_HLME84j7RvQknkaqah0/edit?tab=t.0#heading=h.j2rk0imhshx1 the team will monitor the PR solution to determine if it will resolve the issue in full, and if not an alternative more aggressive solution will have to be explored. 
 

 Sara Wang will be conducting daily monitoring over the next three months to determine if any new cases emerge. Automated monitoring has been established by Sara with a 1 day processing time-frame. 
 

 The impacted customer was remediated on the 12th of September 2025 with the last late fee waived.",Confirm that no new cases have occured following the PR fix deployed in October,,,01/31/2026,01/31/2026,Lin Lin,Shannon Foo,Shannon Foo,,,,Valid,Issue Management | Issue Management Program | ID 1011885,,,,02/13/2026,,,01/31/2026,01/31/2026,Completed,02/13/2026,FALSE,,,1005288,Action Plan,Completed Action Plan,Lin confirmed on the 9th of February 2025 that no additional issues for the same root cause have occured since the fix was implemented. L,Yes,Accept,Lin confirmed no further issues have occured with the same root cause,Shannon Foo,02/13/2026,,,,,,,,,,,,10/21/2025 1:25:49 PM,Shannon Foo,02/13/2026 3:40:53 PM,Shannon Foo,active
1005292,Pending Validation,Operational Risk Leadership,,Scaling Cashbot Risk Framework,,Scaling Cashbot Risk Framework: Conduct a comprehensive assessment of the existing bespoke Cashbot risk framework to develop a standardized Customer Facing AI Risk Framework for all conversational AI tools. Embed the established framework as part of the product launch process.,"1. Obtain the standardized Customer Facing AI Risk Framework
 2. Obtain evidence of application of this framework on one customer facing AI",,,01/31/2026,02/12/2026,Naina Jain,Brett Sellers,,,,,Valid,Issue Management | Issue Management Program | ID 1010579,,"Confirmed Framework - https://docs.google.com/document/d/15h-30T7WNM8eNOKmIkBHZJMqQAus0TDHMqdRe2uR93w/edit?tab=t.0#heading=h.p041fgnt3e3w 
 confirmation on embedding the framework into AI Playbook - see image",,02/06/2026,,,01/31/2026,01/31/2026,Pending Validation,,FALSE,,,1005292,Action Plan,Completed Action Plan,"Confirmed Framework - https://docs.google.com/document/d/15h-30T7WNM8eNOKmIkBHZJMqQAus0TDHMqdRe2uR93w/edit?tab=t.0#heading=h.p041fgnt3e3w 
 confirmation on embedding the framework into AI Playbook - see image
 https://docs.google.com/document/d/1jz5NeZSB9vgPwAnB6344WtZWrKrDiUdHfH9J9d0-OTU/edit?tab=t.0#heading=h.at02dl3uo8m
 

 The framework has been embedded into the Block's AI Policy found at go/aipolicy A screenshot has been attached where the framework has been referenced.",No,Reject,Sending back for additional evidence.,,,,,,,,,,,,,,10/24/2025 6:14:49 AM,Naina Jain,02/24/2026 1:32:33 AM,Naina Jain,active
1005296,In Progress,Counsel - Compliance,1013201,Historical Coverage Assessment Remediation – RCBI,Self-Identified - First Line of Defense (1LoD),"Remediate historical coverage assessment findings requiring RCBI involvement, including velocity and deviation rules, keyword screening queues, and reconciliation of machine learning signals for Cash and Square products across US, AU, CA, and UK.","1. Validate velocity and deviation rules against historical data.
 2. Confirm keyword screening queues are implemented and tested.
 3. Reconciliation of all machine learning signals with historical coverage assessment findings.
 4. Review documentation and approvals in MAP tracker.
 

 Notes: Items previously deprioritized or blocked due to higher priorities. Ensure alignment with regulatory proposed due dates and ML model training timelines.",,,12/31/2026,01/31/2027,Ken Triemstra,Megan Gonzales,,,"Chris Nasrallah
 Michael Roemer
 Ruben Lam",https://docs.google.com/spreadsheets/d/19mCKXE6qT5o0iY7kZRlHqr1V2sNG35wK14MUMVByZpI/edit?gid=2129568869#gid=2129568869|RCBI- Reconciliation of Historical Coverage Assessment Remediation_2025,Valid,Issue Management | Issue Management Program | ID 1013201,,,02/01/2027,10/25/2025,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1005296,Action Plan,,,No,,,,,,,,,,,,,,,,10/25/2025 4:02:08 AM,Megan Zheng,10/25/2025 4:15:57 AM,Megan Zheng,active
1005299,In Progress,Counsel - Compliance,1013201,Historical Coverage Assessment Remediation – RCML,Self-Identified - First Line of Defense (1LoD),"Develop and implement missing machine learning signals and rules for Cash and Square products in the US, AU, CA, and UK. Address incomplete rule implementations, validate data, and support reconciliation with historical coverage assessment findings.","1. Confirm signals are correctly built and incorporated into ML models.
 2. Conduct test validation using historical transactions.
 3. Update MAP tracker with completion evidence.
 4. Ensure alignment with action items in Reconciliation of Historical Coverage Assessment Remediation_2025.
 

 Notes: Prioritize medium-risk items first; low-risk items to follow per timeline. Ensure alignment with regulatory proposed due dates and ML model training timelines.",,,12/31/2026,01/31/2027,Ken Triemstra,Megan Gonzales,,,Chris Nasrallah,https://docs.google.com/spreadsheets/d/19mCKXE6qT5o0iY7kZRlHqr1V2sNG35wK14MUMVByZpI/edit?gid=2129568869#gid=2129568869|RCBI- Reconciliation of Historical Coverage Assessment Remediation_2025,Valid,Issue Management | Issue Management Program | ID 1013201,,,02/01/2027,10/25/2025,,,12/31/2026,12/31/2026,In Progress,,FALSE,,,1005299,Action Plan,,,No,,,,,,,,,,,,,,,,10/25/2025 4:05:33 AM,Megan Zheng,10/25/2025 4:15:44 AM,Megan Zheng,active
1005942,In Progress,Counsel - Compliance,1013201,Historical Coverage Assessment Remediation – CDE,Self-Identified - First Line of Defense (1LoD),"Implement coverage assessment remediations that are blocked or require operational readiness, legal/vendor approvals, or stakeholder sign-off. Focus on AfterPay (AU, ANZ, CA) and ClearPay (UK) items, including peer and historical deviation rules.","1. Verify operational readiness and vendor/legal approvals are completed.
 2. Confirm implementation of deviation and peer rules in production.
 3. Validate completion in MAP tracker and supporting evidence.
 4. Coordinate with RCML/RCBI for any dependencies.
 

 Some items are blocked due to legal/vendor dependencies. Ensure medium-risk items prioritized first; track UK FCA-related MAP items separately for regulatory alignment.",,,06/30/2026,07/31/2026,Ken Triemstra,Megan Gonzales,,,Jake Anello,https://docs.google.com/spreadsheets/d/19mCKXE6qT5o0iY7kZRlHqr1V2sNG35wK14MUMVByZpI/edit?gid=1708844064#gid=1708844064|RCBI- Reconciliation of Historical Coverage Assessment Remediation_2025,Valid,Issue Management | Issue Management Program | ID 1013201,,,02/01/2027,10/25/2025,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1005942,Action Plan,,,No,,,,,,,,,,,,,,,,10/25/2025 4:10:54 AM,Megan Zheng,10/25/2025 4:16:07 AM,Megan Zheng,active
1005948,In Progress,CCO Afterpay Customer Service - Group Lead,1013216,Cash Lending (Retro) Complaint Data Alignment with Global Standards Action Plan,Self-Identified - First Line of Defense (1LoD),"Cash Lending's incomplete tooling updates prevent both Block's global team and Cash Lending from properly analyzing complaint data across common fields, despite meeting other compliance requirements.","Action #1: Document and define technical requirements to address GCP compliance gaps in CF1 (tiering alignment, legal tags implementation, withdrawn/duplicate complaint tracking) 
 Scope work, engage resources, complete development and pre-launch testing, and submit supporting JIRA ticket if applicable. 
 Implement retro team-specific reporting views and standardized reporting templates aligned with GCP
 Action #2: Analyze current controls and identify any new controls needed for GCP compliance
 Action #3: Implement CF1 system updates and applicable dashboards and reporting templates:
 Configure complaint tiering structure per GCP standards
 Add capability to capture and track legal tags
 Develop tracking mechanism for withdrawn and duplicate complaints
 Action #4: Verify compliance with GCP requirements and close exemption with GCO
 Action #5: Validation",,,06/26/2026,06/26/2026,Brian Reynoso,Clare Girdwood,Ramona Andrews,,,,Valid,Issue Management | Issue Management Program | ID 1013216,,,06/26/2026,10/31/2025,,,06/26/2026,06/26/2026,In Progress,,FALSE,Kersten Mixon,,1005948,Action Plan,Completed Action Plan,,Yes,,,,,,,,,,,,,,,FALSE,10/28/2025 3:41:37 AM,Kersten Mixon,02/28/2026 4:52:49 AM,Brian Reynoso,active
1005950,In Progress,Counsel - Legal - Square,1009243,Formalized SOP for Terms of Service (TOS),Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,Formalize SOP for Terms of Service to mitigate the issue raised. This SOP will be validated by Compliance prior to finalization.,"GCMT will verify that the processes related to the creation, updates, review, approval and circulation of Terms of Services have been appropriately documented",,,12/31/2025,12/31/2025,Julianne Harper,Moeen Qureshi,,,,,Valid,Issue Management | Issue Management Program | ID 1009243,,,12/31/2025,12/20/2025,,,12/31/2025,12/31/2025,In Progress,,FALSE,,,1005950,Action Plan,,,No,,,,,,,,,,,,,,,,10/29/2025 5:31:10 AM,Moeen Qureshi,12/20/2025 4:08:53 AM,Moeen Qureshi,active
1005952,In Progress,Counsel - Legal - Square,1009245,Updates to Terms of Services (TOS),Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,Update Square's TOS for material updates before the end of the year to be orchestrated by the Product Counsel team; All exceptions identified in the issue will be incorporated in the update,"To verify that the disclosures are aligned with existing practices, they include complete sentences, do not have any vague language, and include working website links to avoid any confusion for the merchant",,,12/31/2025,12/31/2025,Julianne Harper,Moeen Qureshi,,,,,Valid,Issue Management | Issue Management Program | ID 1009245,,,12/31/2025,12/20/2025,,,12/31/2025,12/31/2025,In Progress,,FALSE,,,1005952,Action Plan,,,No,,,,,,,,,,,,,,,,10/29/2025 5:37:12 AM,Moeen Qureshi,12/20/2025 4:08:27 AM,Moeen Qureshi,active
1006606,In Progress,CCO Taxes - Team Lead,1007931,Cash App Taxes Complaint Management Framework Alignment,Self-Identified - First Line of Defense (1LoD),"This action plan addresses systemic gaps in complaint intake, handling, quality assurance, and reporting by aligning processes, tools, and people with Global Complaints Program (GCP) standards. It includes procedural updates to complaint forms and knowledge articles, structured advocate training, QA enhancements, CRM system changes, and robust reporting through Looker. The plan also incorporates machine learning automation and historical data migration to support scalable, compliant, and consistent complaint management across the enterprise.","Procedural Remediation
 Action 1: Update Knowledge Articles 
 Revise all complaint-related knowledge articles to align with new fields and picklist options
 

 Action 2: Complaint Form Field Standardization
 Align CAT complaint fields with GCP standards
 

 People/Org Design Remediation
 Action 3: Advocate Training Program
 Creation and delivery of training for updated complaint form fields and escalation protocols
 

 Action 4: Quality Monitoring Updates
 Revised QA criteria to include new complaint handling requirements
 

 Action 5: QM Complaints Review process
 Implement a formal Complaint Review Process under Quality Management oversight
 

 Action 6: Consistent time allocation for complaint processing
 Partnering with WFO to designate dedicated time for complaint processing
 

 Action 7: CRM Salesforce updates.
 Deploy new fields to the complaint form while removing deprecated fields
 

 Action 8: Machine Learning
 Automation and machine learning logic to help identify complaints
 

 Data & Reporting 
 Action 9:Historical Data Migration to Looker
 Migrating complaints data from Salesforce to Looker
 

 Action 10: Looker Report for Advocate complaint handling
 A looker report specifically to track advocates handling of complaints
 

 Action 11: Updating Data Definitions and Reporting logic
 Revision of the data logic to ensure the correct data is pulled as a result of the changes made to SalesForce Complaint Forms",,,11/04/2026,11/11/2026,Robert Stern,Tiffanie Brown,,,Amber Kinsella,https://docs.google.com/document/d/1aY2IOoTo4CGSUm6rTcfA-iDuMNlKtPE8YnlAqM-4lPk/edit?tab=t.0|Exception to the Standard Action Plan,Valid,Issue Management | Issue Management Program | ID 1007931,,,11/04/2026,11/05/2025,,,11/04/2026,11/04/2026,In Progress,,FALSE,,,1006606,Action Plan,,,No,,,,,,,,,,,,,,,,11/05/2025 5:48:03 AM,Tiffanie Brown,11/05/2025 6:19:15 AM,Tiffanie Brown,active
1006612,In Progress,CCO Afterpay Complaint Operations - Group Lead,1016504,Management will document the process by which postal mail complaints are received and managed.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,Management will document the process by which postal mail complaints are received and managed.,Confirm documentation in relevant SOP,,,04/01/2026,04/30/2026,Ramona Andrews,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1016504,,,,11/11/2025,,,04/01/2026,04/01/2026,In Progress,,FALSE,,,1006612,Action Plan,,,No,,,,,,,,,,,,,,,,11/07/2025 2:13:21 PM,Shannon Foo,11/11/2025 4:26:33 PM,Shannon Foo,active
1006614,In Progress,CCO Afterpay Customer Service - Group Lead,1016504,Review and amend as required Trigger rules for Hardship Complaint routing.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,Update Standard Operating Procedure - Work with Service Excellence on HS routing triggers when complaint is Yes,Confirm that rules have been updated and SOP,,,07/30/2026,08/31/2026,Tia Atkins,Shannon Foo,,,,,Valid,"Issue Management | Issue Management Program | ID 1016504
 Issue Management | Issue Management Program | ID 1017169",,,,11/11/2025,,,07/30/2026,07/30/2026,In Progress,,FALSE,,,1006614,Action Plan,,,No,,,,,,,,,,,,,,,,11/07/2025 2:15:44 PM,Shannon Foo,11/11/2025 4:26:36 PM,Shannon Foo,active
1006616,In Progress,CCO Afterpay Complaint Operations - Group Lead,1016504,Design and implement procedure to expand the application of Collections exclusions to all complaint tiers,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Subject to Compliance guidance; design and implement procedure to expand the application of Collections exclusions to all complaint tiers, approach should also meet expectations of RG271.90 and RG 271.91.",Confirm new process and updates to SOP,,,09/30/2026,10/31/2026,Ramona Andrews,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1016504,,,,11/11/2025,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1006616,Action Plan,,,No,,,,,,,,,,,,,,,,11/07/2025 2:18:32 PM,Shannon Foo,11/11/2025 4:26:38 PM,Shannon Foo,active
1006618,In Progress,CCO Afterpay Collections - Channel Lead,1016504,Management will complete a formal review (incorporating Legal advice) of current accessibility requirements for customer support including IDR support for vulnerable customers,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Management will complete a formal review (incorporating Legal advice) of current accessibility requirements for customer support including IDR support for vulnerable customers. The formal review and proposed action plans to be presented and endorsed by the ANZ GRC Committee. 
 

 GCMT note: GCMT will document and monitor any action plans which are agreed in the ANZ GRC Committee, following completion of the formal review.","Confirm outcomes of formal review, next steps and any action plans",,,07/31/2026,08/31/2026,Heather Robinson,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1016504,,,,11/11/2025,,,07/31/2026,07/31/2026,In Progress,,FALSE,,,1006618,Action Plan,,,No,,,,,,,,,,,,,,,,11/07/2025 2:20:00 PM,Shannon Foo,11/11/2025 4:26:41 PM,Shannon Foo,active
1007260,In Progress,CCO Afterpay Complaint Operations - Group Lead,1016504,Management will work with the Training team to create a sub-module for AU regulatory bodies and commitments and additional assistance for language/cultural awareness.,Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,Management will work with the Training team to create a sub-module for AU regulatory bodies and commitments and additional assistance for language/cultural awareness.,Confirm new training modules,,,09/30/2026,10/31/2026,Ramona Andrews,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1016504,,,,11/11/2025,,,09/30/2026,09/30/2026,In Progress,,FALSE,,,1007260,Action Plan,,,No,,,,,,,,,,,,,,,,11/07/2025 2:21:49 PM,Shannon Foo,11/11/2025 4:26:44 PM,Shannon Foo,active
1007262,Completed,Counsel - Compliance,1016504,"Compliance will update the AU and NZ website to reference Complaints are ""free of charge"" (or equivalent wording)",Second Line of Defense (2LoD) Review of First Line of Defense (1LoD) Activities,"Compliance will update the website to reference Complaints are ""free of charge"" (or equivalent wording)",Confirm website has been updated and is live,,,09/30/2026,09/30/2026,Martina Kann,Shannon Foo,,,,,Valid,Issue Management | Issue Management Program | ID 1016504,,17 December 2025 - AU and NZ websites have been updated - see screenshots,,11/11/2025,,,09/30/2026,09/30/2026,Completed,12/17/2025,FALSE,,,1007262,Action Plan,Completed Action Plan,AU and NZ complaints webpages have been updated,Yes,Accept,"MK has provided screenshots of the updates which have been actioned for AU and New Zealand in the complaint pages. Per the above the following wording has been added ""and it wont cost you anything to lodge a complaint"" 
 

 GCMT also checked on the live pages and confirm the wording is now live as at 17/12
 https://www.afterpay.com/en-NZ/complaints-policy 
 https://www.afterpay.com/en-AU/complaints-policy",Shannon Foo,12/17/2025,,,,,,,,,,,,11/07/2025 2:23:43 PM,Shannon Foo,12/17/2025 2:57:44 PM,Shannon Foo,active
