ID,Status,Business Unit,Privacy Categorization,Issue Title,Issue Description,Date Issue Occurred,Date Issue Identified,Explanation for Delay in Issue Creation,Repeat Issue,Link Issues Below,Hyperlinks,Issue Source,Identifying Party,Related to an Incident,Incident ID,Engagement Title,Regulatory Reference ID,RCA Category,Date RCA Completed,RCA Description,Remediation Strategy,Issue Owner,Issue Approver,Issue Owner Record Manager,Issue Approver Record Manager,Interested Parties,fxValidateRoleAssignments,Impacted Countries,Impacted Business Area,Other Impacted Countries,Additional Impacted Areas,Impacted Ecosystems,Impacted Legal Entities,Impacted Subsidiaries,Impacted Products,Other Impacted Products,Impacted SubProducts,Risk Response,Issue Due Date,Not an Issue Justification,Date First Accepted,Date of Acceptance Renewal,Risk Acceptance Justification,Issue Severity Rating,Issue Type,Issue Rating Justification,Risk Domain,Customer Impact,Compliance Impact,Approval,Approved by,Date Approved,Issue Open Date,RCA To be Completed By,Validation Failure Count,Date Closed,Date of Last Progress Update,Issue Original Due Date,Issue Acceptance Count,Issue Due Date Extension Count,Issue Reassessment Count,Number of Action Plans,Number of Unresolved Action Plans,Issue Current Due Date,Issue ID,Date 30 After Identification,Issue Health Check,Issue Progress Updates,Issue Action Plans,Issue Acceptance,Issue Date Extensions,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Issue Record Complete,Internal Validation - Action Plans,Internal Validation - Remediation,Internal Validation - Record Completeness,Confirm Internal Validation,Issue Internal Validation Justification,Issue Internal Validation Sign-Off,Issue Internal Validation Sign-off Date,Create Date,Created By,Last Modified Date,Last Modified By,System Status,Module
1208778,Closed,Block,,MA Violation #3 - Earnings Performance - Net Losses - Submit Profit Plan to MA,"Finding: The MADOB’s regulation 209 CMR 45.03(2)(a) requires licensed foreign transmittal agencies to demonstrate financial responsibility. The MADOB considers a Licensee’s earnings performance as a measure of its financial responsibility. Block’s earnings performance is considered unsatisfactory. As noted above, Block reported significant comprehensive losses in 2022 and Q1 2023. Block reported comprehensive losses of $1.1 Billion for its 2022 fiscal year, and $68.8 million for the three-month interim period ending on March 31, 2023. The Licensee’s reported losses call into question whether the Licensee is operating in a financially responsible manner.
 

 Management Required Action: Block must submit a formal and measurable profit plan to the MADOB, together with an affirmation of its commitment to the continued maintenance of adequate capital levels, as a demonstration of the financial responsibility required by the MADOB’s regulation 209 CMR 45.03(2)(a). An acceptable profit plan should document the goals and strategies for improved profitability and the enhancement of capital growth and maintenance.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Sarah Edwards,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,No MAP - Block will formally submit a profit plan to the MADOB for review and affirms that it is a financially responsible licensee and is committed to continued maintenance of adequate capital levels (1256324),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:33 AM,Shantnu Chandel,active,Legacy Module
1208780,Closed,Block,,New Hampshire Other Findings/Recommendations - Trade Name - File Cash App as a Trade Name in NH,"Finding: NH RSA 399-G:9, I. states that no licensee shall engage in the business of money transmission under a trade or other name that is different from the name stated in its principal office license...
 

 The Licensee is conducting activity under the name Cash App, and it is not easily identifiable that Block, Inc. is the provider of this service. The trade name has not been registered with the New Hampshire Secretary of State.
 

 Management Required Action: Register the Cash App trade name with the NH Secretary of State as required.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Sarah Edwards,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,No MAP - Block is committed to maintaining identifiable trade names with the states (1256326),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/01/2025 6:58:33 AM,Shantnu Chandel,active,Legacy Module
1208782,On Hold (FTI),Block,,NH Violation - Inaccurate Average Daily Outstanding Money Transmission Liability Calculation - Report NH ADTL Accurately,"Finding: The 2022 submission sent on March 31, 2023, only included New Hampshire’s outstanding money transmission liability and did not include transmission liability in all jurisdictions. A corrected submission for 2022 was provided via NMLS during this examination.
 

 Management Required Action: No immediate action is required; however, the Licensee should ensure that future submissions include all jurisdictions to avoid further fines and violations.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,E.K. McWilliams,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,,,12/06/2023,,,,,,,,,,,ensure that future submissions include all jurisdictions (1256328),,,,,,,,,,,,,,02/25/2025 1:52:50 PM,Shantnu Chandel,03/26/2025 4:31:15 AM,Kathryn Hemlock,active,Legacy Module
1208784,Closed,Block,,Ohio Other Findings/Recommendations - Virtual Currency Volume Reporting – Schedule ST - Report BTC P2P Transactions as ST240 and ST250 on Call Report,"Finding: For the Q1 2023 MSBCR submission, the Licensee reported Ohio P2P VC transactions within the Licensee’s platform on line items ST320 and ST330 of the NMLS call report. However, these P2P transactions should be reported on line items ST240 and ST250.
 

 Management Required Action: Going forward, management should report all Ohio P2P virtual currency transactions on line items ST240 and ST250.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,12/06/2023,,,,,,,,,,,No MAP - Block’s Bitcoin P2P feature does not fit within the definition for ST240 and ST250. (1256330),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,07/10/2025 5:09:37 AM,Kathryn Hemlock,active,Legacy Module
1208786,Closed,Block,,WA Violation - Failed to File Accurate Annual Assessment Reports - File Accurate Assessment Reports,"Finding: The Licensee failed to file accurate Annual Assessment Reports (AARs) for 2020 and 2021, in violation of RCW 19.230.110(2) and WAC 208-690-090. Review of the quarterly MSBCRs filed in the NMLS revealed that virtual currency (VC) transactions were omitted from the annual report filings; therefore, the total volume in AARs were under-reported. The under-reporting of activity did not impact the annual assessment.
 

 Management Required Action: Ensure AARs are filed accurately by including all reportable activity in the annual report filing.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Kathryn Hemlock,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,No MAP - Block has updated its procedures to clarify that the Washington Annual Assessment Report should include virtual currency transactions. (1256332),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,03/01/2025 6:58:33 AM,Shantnu Chandel,active,Legacy Module
1208788,Closed,Cash App,,Washington Other Findings/Recommendations - Virtual Currency Disclosures - Make VC Disclosures Clear and Conspicouous,"Finding: The Licensee provided all required VC disclosures within the terms of service agreement; however, the disclosures must be provided separately from all other required information as required under RCW 19.230.370 and WAC 208-690-205(3).
 

 Management Required Action: Ensure VC disclosures are provided clearly and conspicuously. The disclosures under RCW 19.230.370 and WAC 208-690-205(a-e) may be disclosed together, but must be disclosed together, but separately from any other information required.",,11/06/2023,,No,,,Regulatory Identified,Regulator,,,2023 WA Joint (1027265),,Legacy Issue,,,,Mikey Harrell,Kathryn Hemlock,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,12/06/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,12/06/2023,,,,,,,,,,,"No MAP - On October 23, 2023, Block updated the Cash App bitcoin disclosures page to separately provide the disclosures required under RCW 19.230.370 and WAC 208-690-205(a-e). (1256334)",,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,03/01/2025 6:58:34 AM,Shantnu Chandel,active,Legacy Module
1208790,Closed,Block,,Internal Controls and Auditing #1 - Enterprise-Wide Risk Assessment - Conduct ERA Part 1,"Finding: The adequacy of the 2022 enterprise-wide risk assessment could not be fully evaluated as the licensee provided a heavily redacted version of the Enterprise-Wide Risk Assessment in which most identified risks, control mitigants and residual risks were obscured from the document. 
 

 Management Required Action: Management is required to conduct an enterprise-wide risk assessment to ensure that policies, procedures, and processes are commensurate with the institution’s risk profile, and appropriate oversight is being provided to areas of higher risk. The risk assessment process should be robust, incorporating quantitative data and trends, and periodically updated to reflect changes in the institution’s risk profile.",,02/23/2024,,No,,,Regulatory Identified,Regulator,,,2023 NY DFS MT (1027263),,Legacy Issue,,,,Simone Garreau,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,04/08/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/27/2025,,04/08/2024,,,,,,,,,,,"We acknowledge that the redactions made to the Enterprise Risk Assessments (""ERA"") did not enable the examination team to fully evaluate the adequacy of the 2022 ERA. (1256336)",,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,03/01/2025 6:58:34 AM,Shantnu Chandel,active,Legacy Module
1208792,Closed,Block,,Internal Controls and Auditing #1 - Enterprise-Wide Risk Assessment - Conduct ERA Part 2,"Finding: The adequacy of the 2022 enterprise-wide risk assessment could not be fully evaluated as the licensee provided a heavily redacted version of the Enterprise-Wide Risk Assessment in which most identified risks, control mitigants and residual risks were obscured from the document. 
 

 Management Required Action: Management is required to conduct an enterprise-wide risk assessment to ensure that policies, procedures, and processes are commensurate with the institution’s risk profile, and appropriate oversight is being provided to areas of higher risk. The risk assessment process should be robust, incorporating quantitative data and trends, and periodically updated to reflect changes in the institution’s risk profile.",,02/23/2024,,No,,,Regulatory Identified,Regulator,,,2023 NY DFS MT (1027263),,Legacy Issue,,,,Simone Garreau,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,09/30/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,09/30/2024,,,,,,,,,,,Block will review its current ERA methodology (1256338),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,03/01/2025 6:58:34 AM,Shantnu Chandel,active,Legacy Module
1208794,Closed,Block,,Legal and Regulatory Compliance #2 - Compliance Training - Ensure BSA/AML Training is Completed by All Employees,"Finding: The licensee’s AML/CTF manual includes a policy that requires new staff members to complete AML/CTF training within a reasonable time frame following their start date and each calendar year thereafter. While established AML training procedures are documented, they are not properly monitored as training records showed that nearly 24 percent of the licensee’s personnel, including new hires, did not complete the training.
 

 Management Required Action: Management should strengthen its compliance monitoring activities to ensure adherence to the training policy and procedures. In addition, the policy should be revised to remove the ambiguity of “a reasonable time frame” and specify when training is required for new hires. As a sound practice, training for new hires should be completed not longer than 30 days of the start date.",,02/23/2024,,No,,,Regulatory Identified,Regulator,,,2023 NY DFS MT (1027263),,Legacy Issue,,,,John Alfano,Kathryn Hemlock,,,,,United States,Block,,,,"Block, Inc.",,,,,,05/31/2024,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,02/25/2025,,05/31/2024,,,,,,,,,,,Block acknowledges that some employees did not complete AML training (1256340),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,03/01/2025 6:58:34 AM,Shantnu Chandel,active,Legacy Module
1208796,Closed,Block,,Legal and Regulatory Compliance #3 - NYS Unclaimed Property – Late Filings - Implement Procedures for Monitoring Abandoned Property,"Finding: A review of the 2022 list of funds escheated to the Office of Unclaimed Funds (“OUF”) showed that nearly all the items on the list exceeded the dormancy reporting requirement period of five years. For example, 1,368 items totaling $84.2 thousand were dormant between years ended 2013 and 2016. In addition, the 2021 escheatment list showed that 61 or 2 percent of reported items totaling $15.8 thousand were reported five years after the dormant period which occurred between the years ended 2013 and 2015.
 

 Management Required Action: Management must implement appropriate procedures to ensure that abandoned property is adequately monitored, and funds are escheated to the OUF in accordance with that agency’s reporting requirements.",,02/23/2024,,No,,,Regulatory Identified,Regulator,,,2023 NY DFS MT (1027263),,Legacy Issue,,,,Sophia Chen,Kathryn Hemlock,,,Brett Sellers,,United States,Block,,,,"Block, Inc.",,,,,,05/01/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,07/10/2025,,05/01/2023,,,,,,,,,,,Block believes the NYDFS MTL Examiner miscalculated Block's overdue unclaimed property reports. (1256342),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,07/10/2025 5:06:16 AM,Kathryn Hemlock,active,Legacy Module
1208798,Closed,Cash App,,Legal and Regulatory Compliance #4 - NYS Transaction Receipts – Disclosures - Ensure Receipts Comply with NY SR406.3(f),"Finding: NYS receipt disclosures require specific information on receipts for every licensee engaged in money transmission. A sample of receipts for Cash App payment transactions funded by customers’ stored balance accounts disclosed that the licensee’s refund policy as well as a statement of liability for non-delivery or delayed delivery were not included on the receipt. As a result, a violation of the Superintendent's Regulations (SR) 406.3(f) is cited.
 

 Management maintains that SR 406.3(f) is not applicable to Cash App stored balance, a prepaid access transaction where the customer is accessing funds paid in advance. Management also believes that S.R. 406.3(f) is not applicable where funds have been accepted for transfer at the direction of the customer. Management further stated that the receipts sampled were funded from the sender's and therefore exempt from New York receipt disclosure requirements. 
 

 The Cash App stored balance is money that a sender has deposited in their cash app or wallet account and payments made by Block to recipients are funded by withdrawing from senders’ Cash App Stored balance which are also based on instructions from senders. According to S.R.406.3(f) “A receipt, or other evidence of acceptance of funds shall be given to every person who utilizes a licensee to transfer funds. The receipt issued by the licensee shall contain ...:
 (1) a statement of the liability of the licensee for non-delivery or delayed delivery. (2) a statement of the refund policy of the licensee; ...
 

 Management Required Action: The licensee should amend its receipts to comply with SR 406.3(f).",,02/23/2024,,No,,,Regulatory Identified,Regulator,,,2023 NY DFS MT (1027263),,Legacy Issue,,,,Ayo Afolabi,E.K. McWilliams,,,,,United States,Cash App,,,,"Block, Inc.",,,,,,03/01/2023,,,,,Not Yet Determined,,N/A,Legacy Issue,No,Legacy Issue,,,,,,,,,03/01/2023,,,,,,,,,,,Block updated its Cash App payment receipts to include the company's refund policy (1256344),,,,,,,,,,,,,,02/25/2025 1:52:51 PM,Shantnu Chandel,04/04/2025 6:16:12 AM,E.K. McWilliams,active,Legacy Module
